id,user_id,workspace_id,project_id,action,entity,entity_id,old_data,new_data,metadata,created_at,actor_user_id,impersonated_user_id,support_access_id
f9b60a9c-eeb5-4af4-b58b-c66e5f7687a9,bf9a52f2-0200-4d14-96ed-284d84e4dbf1,9b66b88d-220b-4eed-92b2-8503ce3ef6b4,,request_export,workspace_export,28,{},"{""requestedAt"":""2026-03-28T13:44:13.433Z"",""requestedBy"":""bf9a52f2-0200-4d14-96ed-284d84e4dbf1"",""workspaceId"":""9b66b88d-220b-4eed-92b2-8503ce3ef6b4"",""workspaceName"":""Export Workspace 1774705452832""}",{},"""2026-03-28T13:44:13.464Z""",bf9a52f2-0200-4d14-96ed-284d84e4dbf1,,
